algorithm_id,function_id,n_runs,dimensions,range_low,range_high,mean,std_dev,range,median,time_ms,range_min,range_max
9,5,50,30,-500,500,0.0276568, 0.0198044, 0.0840477, 0.0217668, 2941.89, 0.00418832, 0.088236, 
6,16,50,30,-10,10,1.5886, 1.24356, 6.0901, 1.22226, 4040.91, 0.000276013, 6.09038, 
7,8,50,30,-32,32,-32.3169, 6.33834, 31.0219, -31.2775, 3098.5, -50.2631, -19.2412, 
9,13,50,30,0,3.14159,-11.5556, 0.704913, 3.54008, -11.3741, 4316.23, -13.875, -10.3349, 
6,8,50,30,-32,32,-68.0099, 7.05274, 30.1619, -68.9624, 2961, -80.1341, -49.9723, 
11,10,50,30,-500,500,-15308.8, 1469.98, 7198.14, -15401.8, 2431.64, -18721.1, -11522.9, 
11,17,50,30,-100,100,7.67903, 0.143268, 0.597921, 7.64004, 1381.34, 7.54162, 8.13954, 
0,6,50,30,-30,30,-40.0403, 0.632031, 3.18745, -40.1336, 2414.86, -41.591, -38.4036, 
15,15,50,30,-100,100,0.0130236, 0.0882874, 0.630863, 1.0177e-05, 6396.3, 5.10981e-08, 0.630863, 
5,10,50,30,-500,500,-13802.8, 536.61, 2016.31, -13684.1, 3766.82, -14828.6, -12812.3, 
3,15,50,30,-100,100,89.9711, 118.516, 524.504, 36.4972, 1113.89, 4.7656, 529.27, 
0,1,50,30,-512,512,1227.95, 376.908, 2065.37, 1193.97, 2072.57, 349.859, 2415.23, 
5,7,50,30,-30,30,41.7042, 1.59633, 6.70307, 41.7222, 4305.12, 37.6683, 44.3714, 
6,11,50,30,-500,500,-8791.59, 2030.28, 7263.09, -8547.05, 4897.74, -12827.7, -5564.65, 
9,16,50,30,-10,10,2.51872, 1.89173, 7.91436, 2.22728, 4072.41, 0.0898827, 8.00424, 
6,1,50,30,-512,512,2061.1, 395.574, 1940.9, 2047.32, 1970.68, 1380.74, 3321.64, 
1,14,50,30,-30,30,-7.1398, 0.771376, 3.20013, -7.12664, 2502.87, -8.75845, -5.55832, 
10,16,50,30,-10,10,0.109809, 0.025157, 0.104543, 0.105455, 4364.09, 0.0655641, 0.170107, 
15,13,50,30,0,3.14159,-9.95169, 0.766925, 3.82314, -9.9204, 7833.27, -12.2785, -8.45539, 
15,1,50,30,-512,512,0.0436853, 0.0988789, 0.547302, 0.00920105, 6652.57, 0, 0.547302, 
15,17,50,30,-100,100,7.67718, 0.191636, 0.930833, 7.64288, 6390.78, 7.5, 8.43083, 
3,12,50,30,-100,100,10.6022, 0.306878, 1.39875, 10.6276, 2782.11, 9.84864, 11.2474, 
2,11,50,30,-500,500,-7134.59, 332.694, 1716.62, -7101.36, 4552.57, -8217.16, -6500.54, 
9,11,50,30,-500,500,-8247.99, 1911.01, 8380.94, -7936.33, 4827.68, -13136.3, -4755.36, 
13,7,50,30,-30,30,59.3027, 1.98196, 9.09633, 59.1815, 4628.42, 53.9277, 63.024, 
3,8,50,30,-32,32,-22.5588, 5.51839, 24.4857, -22.5061, 2892.53, -32.4394, -7.95367, 
2,12,50,30,-100,100,10.3131, 0.344422, 1.48464, 10.3327, 2774.29, 9.35773, 10.8424, 
14,11,50,30,-500,500,-9698.78, 939.215, 3972.4, -9736.2, 7062.84, -11599.8, -7627.44, 
13,6,50,30,-30,30,-27.9692, 0.697145, 2.94326, -27.8733, 2688.38, -29.6566, -26.7133, 
7,9,50,30,-32,32,50.5749, 4.83566, 19.6248, 50.998, 4861.14, 39.6071, 59.2319, 
14,7,50,30,-30,30,36.4207, 2.89877, 10.3738, 36.3963, 7174.75, 31.3164, 41.6901, 
9,3,50,30,-100,100,751.848, 1690.87, 8279.63, 156.577, 1318.59, 30.6138, 8310.25, 
