algorithm_id,function_id,n_runs,dimensions,range_low,range_high,mean,std_dev,range,median,time_ms,range_min,range_max
9,3,50,30,-100,100,108.453, 165.221, 1043.74, 61.0127, 6064.41, 17.3417, 1061.08, 
7,17,50,30,-100,100,7.70663, 0.0303131, 0.130615, 7.70227, 4894.07, 7.64306, 7.77368, 
9,12,50,30,-100,100,6.9878, 1.16262, 7.29404, 6.99375, 12446.5, 4.95643, 12.2505, 
8,1,50,30,-512,512,5538.66, 1024.48, 4376.14, 5714.94, 8877.73, 2728.88, 7105.03, 
12,17,50,30,-100,100,139.382, 123.626, 669.071, 105.318, 9448.08, 17.689, 686.76, 
8,4,50,30,-30,30,164.571, 12.205, 61.5742, 167.376, 10002.9, 137.747, 199.321, 
1,18,50,30,-100,100,5.9769, 6.01903, 26.5392, 4.09227, 7044.13, 0.135984, 26.6752, 
2,14,50,30,-30,30,-13.6281, 0.741567, 3.48215, -13.5938, 11022.2, -15.683, -12.2009, 
11,12,50,30,-100,100,3.00835, 0.81764, 3.69838, 2.77309, 9017.36, 2.62278, 6.32116, 
12,13,50,30,0,3.14159,-8.25841, 0.777219, 3.58497, -8.08754, 13668.7, -10.3885, -6.80355, 
12,4,50,30,-30,30,169.699, 62.426, 312.667, 172.026, 11212, 24.0349, 336.702, 
13,2,50,30,-100,100,94.129, 30.5449, 110.846, 93.4071, 5768.03, 44.9783, 155.824, 
12,8,50,30,-32,32,20.9798, 11.3085, 53.5621, 21.6547, 13089.3, 1.54299, 55.1051, 
14,2,50,30,-100,100,17.0368, 4.77403, 25.0404, 16.0555, 4323.77, 7.9778, 33.0182, 
11,16,50,30,-10,10,9.01366, 6.96429, 39.4612, 6.77004, 10957, 0.179057, 39.6403, 
9,2,50,30,-100,100,8.09577e-10, 5.72047e-10, 2.41232e-09, 6.6212e-10, 5541.1, 1.0797e-10, 2.52029e-09, 
13,14,50,30,-30,30,-2.29721, 0.373101, 2.26887, -2.20286, 12909.8, -4.00565, -1.73678, 
