algorithm_id,function_id,n_runs,dimensions,range_low,range_high,mean,std_dev,range,median,time_ms,range_min,range_max
3,10,10,30,-500,500,-13390.8, 596.001, 1994.94, -13261.7, 29693, -14651.6, -12656.7, 
3,11,10,30,-500,500,-8678.85, 381.172, 1279.49, -8686, 35649, -9407.86, -8128.36, 
3,12,10,30,-100,100,8.06268, 0.321513, 1.29561, 8.12307, 22969, 7.25514, 8.55074, 
3,13,10,30,0,3.14159,-23.3289, 0.535668, 2.1214, -23.2651, 32759, -24.7064, -22.585, 
3,14,10,30,-30,30,-13.7618, 0.880043, 2.73038, -14.143, 23431, -14.7637, -12.0333, 
3,15,10,30,-100,100,1.69166e-33, 4.54434e-33, 1.52633e-32, 1.0901e-34, 10218, 5.32775e-35, 1.53166e-32, 
3,16,10,30,-10,10,1.49966e-32, 0, 0, 1.49966e-32, 35930, 1.49966e-32, 1.49966e-32, 
3,17,10,30,-100,100,7.5, 2.33602e-07, 4.76837e-07, 7.5, 7600, 7.5, 7.5, 
3,18,10,30,-100,100,7.42548, 1.47565, 4.82964, 6.91465, 18606, 5.90278, 10.7324, 
3,2,10,30,-100,100,4.93522e-19, 5.89238e-20, 1.79695e-19, 4.99058e-19, 4683, 4.19048e-19, 5.98743e-19, 
3,3,10,30,-100,100,26.3776, 6.78022, 25.1713, 24.0069, 9735, 21.0555, 46.2268, 
3,4,10,30,-30,30,49.1927, 3.52555, 12.1977, 50.0301, 14211, 42.9262, 55.1239, 
3,5,10,30,-500,500,0.000987048, 0.0029592, 0.00986464, 2.22045e-16, 22840, 0, 0.00986464, 
3,6,10,30,-30,30,-39.8886, 0.210353, 0.631802, -39.8568, 15443, -40.185, -39.5532, 
3,7,10,30,-30,30,32.6991, 0.483791, 1.63862, 32.7058, 41715, 32.0279, 33.6665, 
3,8,10,30,-32,32,-75.2112, 2.82532, 10.7915, -74.9035, 22693, -80.9774, -70.1859, 
3,9,10,30,-32,32,1.26696e-08, 2.31095e-09, 7.9942e-09, 1.22718e-08, 37813, 1.01436e-08, 1.81378e-08, 
4,1,10,30,-512,512,1162.17, 297.878, 1125.17, 1095.69, 16208, 688.525, 1813.7, 
4,10,10,30,-500,500,-20898, 1210.17, 4448.25, -20800, 29523, -22793.3, -18345.1, 
4,11,10,30,-500,500,-12124.3, 745.45, 2301.08, -11937, 37873, -13506.8, -11205.7, 
4,12,10,30,-100,100,5.57691, 0.925973, 3.10709, 5.21082, 23409, 4.19201, 7.2991, 
4,13,10,30,0,3.14159,-24.2106, 0.691359, 2.35125, -24.1042, 28242, -25.4152, -23.064, 
4,14,10,30,-30,30,-14.6308, 0.902943, 3.11408, -14.7084, 26097, -16.0506, -12.9365, 
4,15,10,30,-100,100,1.44779e-14, 2.21161e-14, 6.53637e-14, 1.37867e-15, 8649, 4.94339e-31, 6.53637e-14, 
4,16,10,30,-10,10,1.31486, 1.43127, 4.63273, 0.771014, 38216, 0.0895283, 4.72225, 
4,17,10,30,-100,100,7.50004, 9.70394e-05, 0.000326157, 7.5, 9362, 7.5, 7.50033, 
4,18,10,30,-100,100,0.000261427, 0.000644855, 0.00216025, 2.00361e-06, 19957, 4.65689e-09, 0.00216025, 
4,2,10,30,-100,100,2.07036e-16, 6.21109e-16, 2.07036e-15, 3.03784e-28, 5263, 2.56938e-32, 2.07036e-15, 
4,3,10,30,-100,100,18.3654, 5.36173, 16.1476, 18.6458, 11461, 8.4209, 24.5685, 
4,4,10,30,-30,30,25.9283, 6.96481, 23.8662, 26.686, 13812, 13.9422, 37.8084, 
4,5,10,30,-500,500,0.00665079, 0.00739201, 0.0196973, 0.00369805, 16150, 2.22045e-16, 0.0196973, 
4,6,10,30,-30,30,-39.9396, 0.281541, 0.963581, -39.9583, 14421, -40.5109, -39.5473, 
4,7,10,30,-30,30,33.7799, 0.467992, 1.47213, 33.8573, 44760, 33.0963, 34.5684, 
4,8,10,30,-32,32,-68.9856, 5.1191, 20.7743, -70.1777, 27994, -76.1342, -55.3599, 
4,9,10,30,-32,32,19.6079, 20.0404, 58.9704, 7.73979, 39864, 3.35176e-11, 58.9704, 
5,1,10,30,-512,512,-0.00176392, 0.000386936, 0.00100708, -0.00195312, 15655, -0.00198364, -0.000976562, 
5,10,10,30,-500,500,-20475.3, 479.154, 1723.82, -20461.8, 25663, -21144.6, -19420.8, 
5,11,10,30,-500,500,-10133.2, 259.966, 893.759, -10061.5, 37073, -10731.6, -9837.8, 
5,12,10,30,-100,100,3.95502, 1.59506, 5.54691, 3.59145, 18242, 1.23433, 6.78125, 
5,13,10,30,0,3.14159,-25.927, 0.349233, 1.0764, -25.904, 26913, -26.4718, -25.3954, 
5,14,10,30,-30,30,-28.993, 0.00421847, 0.0130596, -28.9943, 26068, -28.9991, -28.986, 
5,15,10,30,-100,100,8.26026e-15, 7.37012e-15, 2.61869e-14, 5.88822e-15, 7498, 8.00124e-16, 2.6987e-14, 
5,16,10,30,-10,10,1.60409e-13, 7.98454e-14, 2.3864e-13, 1.23806e-13, 34269, 6.45942e-14, 3.03234e-13, 
5,17,10,30,-100,100,7.5, 2.18514e-07, 4.76837e-07, 7.5, 6994, 7.5, 7.5, 
5,18,10,30,-100,100,0.00232881, 0.000260625, 0.000776102, 0.00224978, 16921, 0.00196431, 0.00274041, 
5,2,10,30,-100,100,2.44488e-11, 9.18754e-12, 3.18775e-11, 2.33844e-11, 5192, 1.52687e-11, 4.71461e-11, 
5,3,10,30,-100,100,22.943, 4.45925, 16.4005, 24.5047, 5839, 13.6328, 30.0333, 
5,4,10,30,-30,30,0, 0, 0, 0, 17817, 0, 0, 
5,5,10,30,-500,500,3.8709e-13, 1.07985e-13, 3.99902e-13, 3.7359e-13, 16086, 1.73195e-13, 5.73097e-13, 
5,6,10,30,-30,30,-40.3112, 0.227053, 0.776184, -40.2846, 18285, -40.7859, -40.0097, 
5,7,10,30,-30,30,32.4851, 0.650299, 2.16302, 32.5147, 43215, 31.2957, 33.4588, 
5,8,10,30,-32,32,-86.3328, 3.05176e-06, 7.62939e-06, -86.3328, 23683, -86.3328, -86.3328, 
5,9,10,30,-32,32,7.2925e-07, 1.66991e-07, 6.0362e-07, 7.46045e-07, 40019, 4.8599e-07, 1.08961e-06, 
6,1,10,30,-512,512,1933.6, 204.884, 676.156, 1850.79, 22122, 1610.23, 2286.39, 
6,10,10,30,-500,500,-18821.9, 1143.24, 3527.65, -19158.1, 27987, -20595.1, -17067.4, 
6,11,10,30,-500,500,-11828.4, 536.615, 1916.44, -11837.6, 38098, -12732.1, -10815.7, 
6,12,10,30,-100,100,5.28666, 1.00946, 3.48262, 5.19906, 22482, 3.58994, 7.07256, 
6,13,10,30,0,3.14159,-18.8661, 2.08913, 6.78524, -18.4353, 28081, -22.9041, -16.1189, 
6,14,10,30,-30,30,-12.413, 2.06582, 7.53958, -12.6442, 23473, -16.119, -8.57943, 
6,15,10,30,-100,100,0, 0, 0, 0, 12188, 0, 0, 
6,16,10,30,-10,10,0.417176, 0.486266, 1.36297, 0.134292, 37387, 1.49966e-32, 1.36297, 
6,17,10,30,-100,100,7.5, 2.18514e-07, 4.76837e-07, 7.5, 9316, 7.5, 7.5, 
6,18,10,30,-100,100,0.00935685, 0.0280251, 0.0934322, 9.61907e-06, 20435, 1.43424e-08, 0.0934322, 
